,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
510,140053271X,"[0, 0]",3.0,"This arrived as described, packaged well, and worked well. The only issue I have ever had with them is its not as user friendly as it could be. I had to go to online blogs to find the rest of the steps to download an eBook. Whether it was from Barnes and Noble or the library.","01 15, 2014",A2QARZA980DE7S,Lisa ThayerVanDyke,Recommended for 1st eBook,1389744000.0
511,140053271X,"[2, 2]",4.0,"I previously owned a Kindle and loved it, but it kept breaking.  I finally gave up in frustration after having it replaced 3 times in the first year.I bought the Nook Simple Touch to replace it, and am very satisfied with my purchase.To be honest, the Kindle is brighter and easier to read in less-than-perfect light.  However the Nook excels in nearly every other way.1) Nook is sturdily reliable.  I have had no failures with it whatsoever, although I carry it everywhere and use it daily.  I do have it in a protective case, but I had my Kindle in a protective case and it kept breaking anyway.  POINT:  NOOK.2) Nook Simple touch is smaller and lighter than the equivalent Kindle e-reader.  Nevertheless, screen-size is ample.3) Nook is responsive and seems faster at turning pages than Kindle.4) Books download in a blink and are immediately available.  This too seems faster than with my Kindle.5) There are some things I could do with my Kindle that I can't do with my Nook Simple Touch, but I don't miss those things.  I needed a simple e-reader that just plain works and Nook Simple Touch satisfies that need in a very inexpensive way WITHOUT ADS.  POINT: NOOK.Generally, if you are shopping for an inexpensive, simple e-reader, I strongly urge you to buy the Nook, and not the Kindle.  I have tried both, and prefer the Nook.","11 13, 2013",APFT40B3WKARC,"L. Kabel ""ToolPackinMama""",Less fragile than the Kindle. Convenient.,1384300800.0
512,140053271X,"[0, 0]",5.0,Bought this as a gift for my husband.  He didn't think he would use an e-reader.  The Nook is so easy to set up and use.  I have one too and we both read with them all the time.,"07 4, 2013",A85PGE2FRU7J8,Lori E. Straley,Gift,1372896000.0
513,140053271X,"[0, 0]",5.0,I bought Nook on yard sell for 35$ in great condition .And only later I found how I was lucky.  I was a devoted reader of real books all my live and never thought that I will love ebook reader. What I love about Nook that I can change size of letters on ANY e books. For exemple. I download e book PD format I made on my computer for free on kindel reader and cant read e book because prints SO small its impossible to read.  On kindle reader you can change size of letters e book only if you bought them on Kindel store. But not e book you made by yourself. I could not find Russian e book on Kindle store i would love to read . So i had to go online russian library ; download e book on my computer and convert to PD format by myself + its free .With Nook here is not a problem .All my ebooks I can read in print I wish.Just love this Nook!,"07 3, 2012",A3A9O355TNBWKK,marina hull,i love it!,1341273600.0
514,140053271X,"[2, 2]",5.0,"This is a great and simple eBook reader. It's light enough that I can hold it in one hand when reading, it's small enough that it's easy to take with me, the battery life is long enough that I forgot where I put the charger, and the screen lets me read for hours on end without eye strain. It does one thing and does it well. Get a tablet computer (I am partial to the Toshiba Thrive) if you want to play games, do email, browse the web, do video conferencing, etc.","08 22, 2011",A18HHON17J3LH0,Martin Omander,Great no-frills eBook reader,1313971200.0
515,140053271X,"[2, 3]",5.0,"I've had all the other Nook's and this is the first that I truly love.  The touch screen is accurate and quick, there is no reflection at all, page turns are quicker than the other Nooks.  It's very light, the archiving and rating process is much much easier.  Shopping is easier as well.  I'm in love with my Kindle and always compared the Nook, now I love them equally.  Of all the Nooks, I think this is the best one, I love it.  I only wish it was 3g.  Barnes and Noble still seems to have an issue with the syncing of books between the readers.  When I read on this Nook (just like the other 2), it doesn't sync with online so when I then use my Iphone I'm not at my current page.  In this area, the Kindle and Amazon know what they are doing.  I'm not terribly impressed with the choice of covers for this new Nook.  I'm waiting patiently for M-Edge to release their new covers so that I can use my M-Edge light with both my Nook and Kindle.","07 7, 2011",AOY9SZTMNQWAW,Mercedes,Love this Nook,1309996800.0
516,140053271X,"[3, 6]",2.0,"The device physically, is relatively good for the money.  There are many reviews on YouTube and other places that address that point.  The problem with the B&N; system is the fact that you must enter a 'default credit card' to be able to use or purchase any books.  If you were to buy this Nook for your young son or daughter, they would be able to purchase anything at the flick of a finger, and it would charge to your credit card 'for your convenience'.  Similarly, if anyone found your child's Nook, they too could purchase anything using your credit card information.I tried get creative and purchased a gift card for my child but although this can create a credit on the child's account, B&N; still requires a credit card to be on-file in order to 'unlock' the book.  By contrast, with the Kindle system, you simply buy a book through Amazon using any credit card (which does not have to stay active) and send it to an authorized device.  The Nook system, by comparison, is slow, clunky, and a massive security risk.If you setup the Nook and do not provide this credit card during setup, no books can be sent to the Nook wirelessly, they must be sync'ed with a cable tethered to a computer.  Since my 12 year-old daughter purchased this herself with her own money, I have no choice but to either tell her to eat the unit or use my credit card without any parental control.  Furthermore, it would appear that B&N; is entering into a contract with my minor daughter in this regard.  By opting out of this model, you are left with an utterly useless device.Why none of the other reviewers elaborate on this is beyond me.  I suppose if the device is owned by an adult this model would work, however if you are contemplating this as a gift for your child, I'd avoid any device related to B&N; altogether.I give them 2 starts for the hardware only but otherwise the device, in this case, is useless.  While you can delete your credit card from B&N;, the process is well hidden and you would need to add a card, order, download, sync, unlock, and then delete the card in order to get each purchase on the device.  Either that or hand your child your Visa and tell them to enjoy!  Now that's what I call convenience.","01 14, 2012",A168SAOQWU7A63,"Microdev ""IT Executive""","The device is okay, but the book service is not",1326499200.0
517,140053271X,"[1, 1]",3.0,"It seems to be a limited device, but it has potential  I think a good price it new should be about $55.00. I have one as a backup to my kindle P.W there are two pros ,the SD card slot and it can be rooted, but rooting affects battery life and its not stable when rooted. Very very limited web browser no Facebook or anything useful, the browser on the the paperwhite is much better. It is a pretty well made device.It is a ok back up to my kindle paperwhite.","04 24, 2013",A3DM8NDY4EIUP1,mj,I have come to like it a little better.,1366761600.0
518,140053271X,"[12, 12]",5.0,"Having previously owned a Kindle, I was not expecting that e-book readers had much improved over the last year. Contrast on the display was a big problem for me, and I wasn't especially keen that the Kindle uses a proprietary book format that cannot be read on other e-readers. So, as long as I stuck buying books from Amazon for a Kindle, I was fine; the second I ever wanted to move to another device, I couldn't take my books. This didn't sit well with me.When Barnes and Noble dropped the price of the Nook Simple Touch to $99 I decided to take the plunge. (Note that as of this writing, Amazon still has not reflected the price drop.) The newer generation screen, while still not perfect, is far, far superior than earlier generations. Reading indoors no longer requires a spotlight on the e-reader to maintain legibility. Anyone who owns an iPad or other tablet knows how intuitive a touch interface can be, so I'm delighted to say that the navigation issues previously posed by the joystick on the older Kindle are resolved with the Nook's new touch interface.Amazon released their own Touch e-reader just recently. While it now brings the Kindle in line with the capabilities of the Nook, it still lags in one area: proprietary book format. The Nook and all other major e-readers use EPUB, a now-standard file format for e-books. Amazon for its own reasons chooses not to. What this means in practical terms is that you pretty much have to buy all of your books from Amazon - and forget about taking them with you if you ever decide another e-reader is the better platform for you.I refuse to be a party to that kind of lock-in, which is why I am very happy with my Nook Simple Touch.","11 16, 2011",ATDEJ6381GRZJ,M. Johnston,A Very Pleasant Surprise,1321401600.0
519,140053271X,"[0, 0]",4.0,"We have the old Nook reader, which we love. We purchased this Nook at target for the same price as Barnes and Noble and Amazon.This Nook is smaller, which is nice. It has a built in light, which is really nice. And, it is touch screen, which is awesome!The only flaw I see thus far is that you can't resize the letters. Apparently the letters are a standard size, I assume because of the size of the screen? Anyway, I would like to make them smaller so that I can read more before turning the page. However, that is a minor issue and does not deter me from enjoying the new Nook tremendously.","02 26, 2013",A2YKN8E68KVMZL,Momma2*3,"Simple, great back light, comfortable size",1361836800.0
520,140053271X,"[1, 1]",4.0,While it doesn't have a light and its screen has been far surpassed by other readers throughout the years. However since it uses android you can easily root it and install apps that allows you to read Kindle books and pretty much anything else your heart desires. Even can play Angry Birds if you really wanted to.,"10 14, 2013",AHKT9ALJ3T2Y3,Mr. Okapi,Great ebook reader and easily hackable,1381708800.0
521,140053271X,"[6, 6]",5.0,"I have owned my nook for two months now and am very happy with it.  My mom owns a Kindle, one sister a Nook Color, another sister a 1st Edition Nook...so I've seen my fair share of e-readers.  I did the research before I bought.  I actually bought my dad a Kindle 3G for Father's Day.  But the light weight of the Nook Touch was great for me.  I have problems with my hands and their abilities, so after a full day of commuting, typing, and writing, they've reached their peak.  It was the right choice for me.","07 27, 2011",A3TKHAC2G7G0H1,mrsjrb,Very Happy,1311724800.0
522,140053271X,"[1, 3]",1.0,"My screen stopped working a week out of warranty.  Apparently, this is a common issue with the Nook Simple Touch.  Customer service told me that Barnes & Noble is aware of this issue but they do not plan to repair or replace anything.  This is not the way to treat customers.  I am canceling all my pre-orders and I will try a different ereader.","09 3, 2013",A22H8Y1J3EW2N8,myjudge2,Has known screen problems,1378166400.0
523,140053271X,"[1, 1]",5.0,"I tried to leave this review at barnesandnoble.com, but they never posted it. Oh well.The Nook Simple Touch is a great e-reader. If you are looking for a tablet like device to surf the internet and check email, this is not the product for you. The e-ink screen is amazing. It looks like you are reading a physical book. I like that you can turn the page by pressing the buttons or touching the side of the screen. Either way will be useful depending on how you are holding the book. This is very simple, which I love. One night, I was lying down in bed and went to lay the Nook on it's side then immediately jerked it back up before the page orientation changed. Then I remembered that it won't do that; which makes this great for reading no matter what position you may be sitting or lying in.The Nook accepts epub books; which means that you can get books from a variety of stores, not just Barnes & Noble. I found that between the B&N; store and Google Books, you can get all of the classics for free. No reason to pay for one of those ever again. Download Adobe Digital Editions to put books on from other places; including borrowed books from the public library.The Nook doesn't handle pdf's well on its own, but there is a work around. Download Calibre, bring your pdf's into it and then convert them into epubs. Once you do that, you will be able to highlight and take notes like you can with the actual books.If you want a simple e-reader, the Nook Simple Touch is the best. (FYI: It's costs less on the B&N; website.)","02 10, 2012",A1S45WQWHNQBF2,Nikki,Great e-reader!,1328832000.0
524,140053271X,"[39, 44]",5.0,"Let me start off by saying that I am a fan of Amazon.com. In the past month alone, I have made at least 12 purchases.  I was browsing around just now and decided to see what Amazon.com customers thought of my newest electronic device.  I was thrilled to see the high rating, but disappointed to see the price; $40.00 more than the thing costs at B/N since its release last month.  Amazon, you need to do better here!Now to the product - This is my first e-reader and I am certain that I went with the best product for me.  As someone who buys a lot of books from Amazon, I would have preferred to have bought the Kindle,especially since Amazon has more of the types of books I read and for much cheaper than B/N, but I just do not appreciate those tiny buttons on the device.  I absolutely LOVE my Nook Simple Touch, and I use it for several hours every day.  B/N has Free Fridays - when you can download a featured book for free -, book share -with contacts on your device and social networks, and free reading of selected books when you are in B/N.  My understanding is that I can go to local libraries and even borrow my books using my Nook; This may or may not be any special news.The touch screen is a bit sensitive on the device, so if you prefer not to use it, they are also tactile ""buttons"" that will allow you to change pages.  The home screen shows the book you are currently reading and the page number you are on - a few other books in your library, and some suggested readings.  You can create shelves that you name on which to house your books by categories. They do not look like physical shelves, rather they are just a grouping of books.Without going into more technical stuff that you can read online, I will say that if you are new to e-reading and you enjoy touch screens -  AND YOU ARE LOOKING FOR A PRODUCT THAT SIMPLY ALLOWS YOU TO READ - Do not hesitate to go into a B/N and try this out.  Some people buy this expecting it to browse the web (although it does have a hidden browser that the techies are working to hack) - Play their audio files, when there is not headphone jack (Techies have discovered that it DOES have built-in bluetooth, however), and folks buy this and complain that they do not like how it does not display their magazines in color.  It is not meant to do that - it is meant to be solely an enjoyable easy-to-use reading device that does not give you a whole lot of options to be distracted from the task at hand, READING!This is why I bought it - Eventually, I will get a nook color - or a Kindle *color* if they come out with one, but for now, I thoroughly  enjoy my Nook, which has encouraged me to slow down and spend so much more time in the peaceful, leisurely act of reading. In my excitement, I am reading like 8 different books at once.  That is the great joy of having an e-reader - speaking to those who are, just as I used to be, resistant to the e-reading craze - there is no more lugging around a bag filled with books, and when I get tired of reading one, another book is just a couple of swipes away. I am learning about how to get all sorts of books for free or low cost, as well as learning how to take advantage of conversion and e-book management tools such as Calibre.  I am having a blast with this thing!Yesterday, I received a nice leather case for it that I purchased off Ebay for a great price.  Once again, I looked to Amazon.com first, but there simply were not good options.  I got a black leather Caseen case that also came with a screen protector for twenty bucks.","07 14, 2011",A2QDSC731OQC3P,Nu Mantra,"Really, Amazon? It only costs $139.00 at  B/N!",1310601600.0
525,140053271X,"[1, 1]",5.0,"I bought it and love it.The Good StuffThe UI is a lot better than the Kindle (I bought one for my brother, so I felt the difference between them), it's really confortable to hold and read, the touch is great for navigating between de UI, but the physical buttons are my choice, takes a little time to get used to it because they are not as sensitive as the Kindle ones (that are too sensitive, I mean the basic edition), but that's a good thing since I avoid turn pages accidentaly.The structure is lightweight and really confortable, unlike Kindle, the frame around the screen es wide enough to put my fingers on it to read (I have large hands), the grip is great thanks to the rubberized exterior. It's a pleasure to read on this thing.The Not so Good StuffNot sharing on sideloaded content. If I sideload a book from other store, the sharing option gets unavailable.Not that many formats. Just Pubs and PDF. I mostly read Pub files, but it would be great if they support other formats too.Not ""send to"" option. In kindle I fell in love with the option to push content to the device via wireless. This thing doesn't have a feature like that, so WiFi is not as usable as it is on the Kindle.Overall a great product, I liked it more than the Kindle mainly because is a lot more confortable to read, better ergonomics, and the UI makes it feel a lot better.","02 24, 2012",AOQYN0MQVWSJR,Odice,"Simple, Lightweight and Great UI",1330041600.0
526,140053271X,"[3, 3]",2.0,"This is an update from my initial review.This Barnes & Noble Nook Simple Touch was advertised by BlueProton at Amazon as having been marked down from $249.99 to $68.99, so it certainly seemed like a great deal. It now seems like fraudulent advertising because I've since read that the MSRP is $79.99Initially I had serious problems with the Nook, and requested a refund. The seller, BlueProton, refused to take returns or give a refund for it, and directed me to Barnes & Noble who referred me back to the seller, stating  that the seller should refund it within 14 days; at that time  I'd only had it a few days. My Amazon A to Z claim ended with Amazon siding with the seller, BlueProton because their policy stated that they would not accept returns on Nooks - something I did not see when I initially read their policy!Because neither BlueProton nor Barnes & Noble would take responsibility for the defective product, and their attitude was ""Take the money and run!"", I'm giving the Nook a low review although later I found an update for the Nook which resolved the problems - with no help or information from either seller or Barnes & Noble!I now enjoy using the Nook which is so much easier and more comfortable to hold than regular books while reading,  and to carry back & forth to work each day or to travel with. I don't like the gray screen which requires you to face the Nook towards the light; and I don't like the glare on the screen from the sun or lights. I have to sit ""just so"" to read it - which somewhat defeats the idea of portability. Overall I do like it, but it needs improvement.My favorite use of the Nook is to borrow my local library's digital books using the free Overdrive Media Console software which allows you to select & save your library (ies) and to directly access the digital library from it on your PC, and then sideload (drag & drop)the borrowed books to your Nook; no more time wasted or trips through rush hour traffic to browse, borrow or return books downtown, and no more parking hassles! Most of my library's digital books are in ePub format which is the native format of the Nook. However, as other reviewers have stated, you can still borrow or buy Kindle or other formats of digital books and convert them to ePub via the free Calibre software. Borrowed library books can be returned automatically when the loan periods expire, or can be returned manually earlier if you decide not to finish the book during the loan period.Ordinarily I don't buy many fiction books because I rarely read any of them more than once. Additionally, due to the poor customer service from both Amazon (who owns Kindle) and Barnes & Noble (who owns Nook) I am determined to rarely buy any books from either of these companies, and will primarily download either their free books or the library's loan books. The companies want us to buy their ebooks, but won't take responsibility for their e-readers, so that infuriates me and alienates me for life.The pros: the low price; comfort; convenience; savings from being able to borrow library books instead of buying something you'll only read once; no clutter of physical books; easy loaning to friends with a guarantee that they will be returned in 14 days (automatic returns); ability to read multiple formats via conversion in free Calibre software. The Nook can also read your PDF files/documents from your PC or elsewhere, plus it can use your JPEG files of photos to use as your custom screensavers; the Nook will convert them to B&W.;The cons: PlueProton's and Barnes & Nobles's total lack of responsibility for their defective Nooks - why I gave the Nook such a low rating; Amazon's siding with Blue Proton's irresponsible returns policy; dreary gray screen which makes it difficult to read except in bright lighting; touch screen not as sensitive and responsive as it should be - often have to touch the screen a few times before getting a response.Over all I'm pleased with my Nook Simple Touch now that I managed to FIX IT BY MYSELF, but the companies' irresponsible policies have soured me towards them for life.","02 26, 2013",A3L9NGPTBJBQEL,Po Po,no responsibility from sellers for initially defective  new product,1361836800.0
527,140053271X,"[1, 1]",5.0,"Ordered for a freind. As far as I know, his daughter is happy with it. I guess you could call him.","05 3, 2013",A3G0U8SNAL7UV8,raymar,Good Price,1367539200.0
528,140053271X,"[0, 0]",4.0,"This is a sold update to the older nook, but gez you have to hit the webs just to find out you need to charge it OVERNIGHT in a WALL PLUG only before first usage AND that it MUST be turned on before trying to connect to windows.  Now knowing these two VERY IMPORTANT points, I can enjoy my &#34;Nook 2&#34;.","04 24, 2014",A14UXJ0TN7VIST,"R. Eifler ""worthy1""",Weird anomalies,1398297600.0
529,140053271X,"[3, 7]",4.0,"Its a good ereader.  How it compares to the kindle, I dunno I seen raves and complaints for both.For an ereader I love the nook.- battery life is awesome.  would be nice if this was solar powered like calculators.- the display looks great, even in direct sunlight more or less.- The simple touch looks cool, very simplistic. no buttons all touchscreen for the most part.- The extra $40 warrenty guarentees replacement of damaged nook.covers anytype of damage from what I understand.- Not as many CCNA/cisco books in epub as kindle but the list is growing fast.- No addswhat I dont like;- only comes with 200mb of internal memory.  You have to pick up a microSD card- Cant delete files or books, there is simply no option for it. Im hoping for a patch.which means you have to plug it in usb and delete stuff from your desktop.Its very annoying.What Id like to see;- new screensavers for download- better support for PDF files- ability to read word doc- solar power, geez why not it only makes sense.","07 17, 2011",A30HAGYXB3WZ1E,Rene S. Hoepelman Jr.,No delete options??,1310860800.0
530,140053271X,"[1, 1]",5.0,"I've used the Nook Touch and the Kindle Touch/Kindle Paperwhite extensively and the Nook is the best. Why? I'm convinced that if anyone prefers the Kindle its because they've never tried the Nook. Or they have friends that used Kindle and don't want to venture out on their own.First the Nook feels better. It has a soft plastic outside with a curved back that makes holding the device quite pleasant. It has just enough area around the screen that you can hold easily without mistakenly turning pages. And the side page turn buttons are deep enough you won't turn pages by accident. Some might not like it because you have to push pretty hard, but that's by design.Second the platform is user friendly and great to navigate.Third the font choices are better and you get several more to choose from. Plus the size options all make sense. For instance on the Kindle the couple smallest font sizes are so small I can't see why anyone would use them and to me it's a waste.Fourth the buttons are all well placed.Fifth there are no ads and you can even upload your own pictures.Go try one today. I'm fairly confident you'll love it.....unless you don't.","01 24, 2013",A1R0ZOYR1ZCH6K,"sgun73 ""Steve""",Best ebook reader above all others by far!,1358985600.0
531,140053271X,"[0, 1]",2.0,this thing was a paperweight from the mint I opened it. and the customer service is just awful. it wont let you go any father unless you register the device and since it would not let me do it I could not use it. went back to the Kindle,"10 12, 2012",A1KCTFZ4OUC6S4,"Shaun Boyer ""Shaun""",wont let me register the divice right out of the box and wont let me go any farther,1350000000.0
532,140053271X,"[0, 0]",5.0,"At first I was torn between the Nook Simple Touch and the Kindle Paperwhite. I chose the Nook because of price and the absence of ads while reading a book. I had though that the Nook did not have a good dictionary function, but learned otherwise after it's purchase. All one needs to define a word from the dictionary is to place their finger on the word for two seconds and then chose the Look Up option on the bottom menu displayed on the left.Sharp resolution, useful utilities, convenient scrolling functions both off on the side of and on the screen. Lightweight, durable and well designed. Essay to download free books (I suggest Project Gutenberg). For downloading free books from on line sites or from the library, you will need to download Adobe Digital Edition 2 software which is free.I suggest that you purchase additional memory. Barnes and Noble only allocates 1/4 of a GIG out of 2GIG for your personal library from non Barnes and Noble books. One gig for software to run the Nook and 3/4 for books purchased from Barnes. The best buy for external memory is 8 GIG. I also suggest that your purchase one CaseCrown leather Regal flip case sold through Amazon; they are high quality for a reasonable price.","01 15, 2013",A2S33I8S9FJF7,Stephen Brickel,Recommended e-reader,1358208000.0
533,140053271X,"[1, 1]",5.0,I was very hesitant to buy a book reader because I really like holding my books.  I changed my mind when I bought a bigger bookcase and filled up immediately.  This Nook is great.  It is so much lighter than my IPad to read with.  I find that I use it a lot.,"12 19, 2012",A2W7MB4GB7CWWF,susieQ,I love this book reader.,1355875200.0
534,140053271X,"[1, 1]",5.0,"In my opinion, the Nook Simple Touch is the best e-reader on the market because... well... it's simple. No distractions of email or social media, it lets me immerse myself in a book and I love it!","10 31, 2013",A3EQRG0AYCU91N,T.C. Doust,Love My Nook,1383177600.0
535,140053271X,"[1, 1]",5.0,Readability in Sunlight is super even when the sun is directly hitting the screen; can't be beat! The blacks are great and the contrasting white whites really helps these old eyes of mine! I like the Android operation too.,"11 19, 2013",A24KEBS6DN87Q7,Thomas Hopper,Nook Simple Touch,1384819200.0
536,140053271X,"[3, 5]",2.0,"I bought the Nook Touch instead of the Kindle because it was on sale for $75, which is still alot to pay for something that can only be used to read books. I didn't realize that if you buy books from B&N;, you can only read them on your Nook, and not on anything else.  So even though you paid for them, those books really aren't your property.  You have no access to them if you don't use their products! Still, I liked the fact that it used ePub, and you had a variety of stores you could buy from and also that libraries have more ePub books available.  However, I just heard that their latest firmware update prevents you from reading any books except those bought from B&N.; If I had known this I never would have bought the Nook. It's as consumer un-friendly as you can get!  Really a nasty way to do business.  Amazon is different.  Once you buy a book, it is yours.  You can read it on any device. When it comes to buying books, Amazon is far easier to use and alot more consumer friendly.  The Kindle is by far a better choice of the two.I am returning the Nook after only a week, because this is a frustrating product that doesn't function like it is supposed to do.  There are simply too many glitches in how the touch screen works to be reliable. Here are the cons:  First, it often takes multiple touches to access anything.  You touch or swipe the screen, and nothing happens.  You try it again, and still nothing.  What a joke.  Second, pages turn mysteriously on their own and without warning, both forward and backward.  I am always losing my place when I try to read a book.  I've noticed that this happens almost every time you alter the angle of the Nook.  If you're reclining and turn to adjust the pillow, don't expect to return back to the same page you were on.  Third, the pop-up menu and dictionary are too easy to activate by accident.  If you hold the Nook too close to the screen, or at the top or bottom, the pop-up menu will appear or the dictionary will activate unintentionally.  This happens several times an hour.  You can't just simply sit down, relax and read unless you sit motionless in a chair and hold it on your lap. Last of all, it does not use a standard USB/micro USB cable. The USB connection to the computer is standard, but the micro USB connection to the Nook itself is NOT!  It is thinner and wider.  You can only use the cord provided with the Nook to connect to your computer to transfer files or charge the batteries.  You can't use the standard USB cord that works with all of your other electronic gadgets, like your digital camera or your portable hard drive.  So if you need a longer cord, or lose their cord, you're out of luck. Talk about a major inconvenience, one that makes zero sense!  Pros: I did like that it recharges in under 4 hours and that it has a very long battery life.","12 30, 2011",A3Q5IRZ3ZJV4P3,"Valueminded ""leadpedal2""","Not consumer friendly, full of glitches",1325203200.0
537,140053271X,"[35, 39]",5.0,"I know Amazon is going to hate me for this but here goes:I used to have a Kindle 3. It was great. It made reading a pleasure however there were a couple of things I would have liked to change. I wished that it had a touch screen and that it was smaller.When I saw the Nook Touch I thought that this is what my Kindle should be like. Well I decided to buy the Nook and I'm very, very pleased. I won't go into an in depth review of the device itself. You can find that just about anywhere. What I will say is the touch screen makes things so much easier. I love the on screen virtual keyboard (like the ipad) and the fact that it's a lot smaller than the Kindle 3 but with the same size and quality screen.Since giving the Kindle to a relative I thought about the books that I already bought from Amazon and the fact that I now have to use my Android phone to read them since the Nook does not read Kindle books......or does it??With a little research I was able to find out how to root my Nook Touch (voids your warranty). Now when I turn on the Nook, it gives me a dual boot screen (sort of). I can go to the Android desktop or the the Nook screen. Using the Android desktop which included the Android market I downloaded the Kindle reading app. I ran that app, logged into my Kindle account and now have all my Kindle book available on my Nook Touch. The only thing missing is text to speech but I didn't use that feature anyway. Yes it has a web browser, email and all the other Android apps available but most look pretty drab on a monochrome device. That isn't why I did this. I wanted a device to read my Nook Books and Kindle books.I now have the best of both worlds.","09 9, 2011",A1DCNMRBNSTN59,"Wally ""Wally""",Fantastic alternative to the Kindle,1315526400.0
538,140053271X,"[0, 1]",4.0,"If you only want to read, this is fine. The newer models access the web, have apps, play games, do email and color. This model is only print and only black and white.","08 10, 2013",A1A8YLNAO5G16U,"W. F. Schwentner ""SunnySoundDJ""",Excellent for what it is,1376092800.0
539,140053271X,"[3, 3]",5.0,"Barnes and Noble hit one out of the park with this ereader! compact, great e-ink infrared touch screen, microsd card slot, two-month battery life, wifi, support for pdf and epub, and best of all, running Android!the STR has already been rooted, and handily runs Android and a host of goodie apps - but even if you don't want to crack your unit, you'll still enjoy a nice ereader and simple-to-use interface:- fast, responsive, and crystal clear screen - even in sunlight- touch right or left sides of screen to page forwards or backwards - OR - use the hardware buttons on the top sides of the frame- use 'shelves' to organize your titles- view titles as icons or in a list- insert bookmarks, notes- look up words instantly with its built-in dictionary- change fonts, font sizes on the fly- purchase titles via wifi or copy from your computer- and much more...no ereader is perfect, but this one comes close; i held off buying one until the market provided lots of choices - and the STR is the one i've been waiting for!btw, if you have an ereader, you should also get the free cross-platform ebook app, calibre - it is an *essential* ereader companion, and can be used to convert DRM-free ebooks to nearly any format for nearly all ereaders, include the new Nook Simple Touch!","07 9, 2011",A18ECVX2RJ7HUE,"willie ""roadie""",The STR is flying off the shelves!,1310169600.0
540,140053271X,"[0, 0]",4.0,"I love reading, and in a lot of cases I found myself leaving a book at home because I didn't want to carry any heavy things. This is great! I put in a small 512MB card and now it holds ~50 books! I gave it 4 stars only because the dictionary function isn't very good. I think it has a literal copy of a dictionary, which means it doesn't explain the word fully but still doesn't allow you to search for the meaning of a work in the translation window...","03 21, 2013",A2VXVM93S96FHS,Yaz,Greatest purchase for an avid reader,1363824000.0
541,1400532736,"[0, 0]",5.0,"I bought this ereader and the Amazon Kindle ereader at the same time, so I could compare both together. After about a week I gave the Amazon ereader to my nephew and I kept the Nook. I am left handed, so holding things in my left hand feels natural to me. I really like how this can be held in the left hand and still have access to forward and back page turn buttons. Also, I like that it has a touch screen in addition to the physical buttons as well to turn pages. Also, and this was the biggest reason I kept the Nook. It has a more natural feel in the hand to me. My thumb rest comfortably next to the screen will reading. Overall, in my opinion this is a better ereader then the others out there.","04 29, 2014",A3QPWNKTUC8N2B,Amazon Customer,My favorite ereader...,1398729600.0
542,1400532736,"[5, 7]",1.0,"No stars. Be warned, potential B&N customer: if you have a problem with a defective brand-new, just-delivered Nook device, you're likely headed for Customer Service hell. Be prepared to meet with an army of know-nothing, apparently deceptive incompetents. Any merits of B&N's Nook products are offset by the company's Customer Service from hell. Today, trying to resolve the problem of having just received a Nook Simple Touch lemon, I've been lied to, hung up on, and received no help at all. The return call, promised by a supervisor at around six this evening, never came. So, around 4 hours later, I called back and spoke to another supervisor, identifying myself and asking for help. This call was disconnected on B&N's side, and that supervisor never called me back or emailed me to provide service.  I've also been advised that I'll have to wait quite a while for a replacement Nook, though I live in Manhattan and the site promises same-day Manhattan delivery. I'd read reviews on the B&N site and, I believe, on Amazon as well, about B&N's horrific so-called Customer Service. I can see now, from experience, that the horror stories are true. So if you buy a Nook from B&N and get a lemon, as can happen with any e-device, you're going to find yourself quite alone with your problem. Whatever the merits of the Kindle, I know from experience that Amazon Customer Service lives up to its name. B&N Customer Service is essentially an insult to customers. I don't work for either company. I'm just a customer with a brand-new defective Nook Simple Touch, and I can't get any help from B&N. So if you look at the numbers and see that Kindles far outsell Nooks, B&N's misnamed Customer Service is likely at least part of the reason.","09 4, 2013",AXL5F6RXDQMEW,"Amazon Customer ""review2u""",Barnes and Noble Customer Service? Not happening.,1378252800.0
543,1400532736,"[1, 2]",4.0,good reader. uploads books fast. I do not do wifi on this because I have heard bad things about the updates. also has problems if hooked up to a computer will take the shelves away. I have a lot of books so this is a big bad thing for me. But still is good.,"11 29, 2013",A1S2BTVDZV4PYD,catherine kendall,could be better,1385683200.0
544,1400532736,"[1, 3]",2.0,"Received this as a gift last Christmas (11 months ago). Manual claims that at a typical rate of reading, one should be able to use it for a month on one charge. My battery already lasts only 2 - 2 1/2 hrs on one charge before the unit won't start due to a low battery level, requiring recharging. This is either a false claim on the part of B & N or else the batteries they use are of exceedingly poor quality. I've used hundreds of rechargeable batteries of various brands and technologies over the years; if this thing suffers from a battery problem, then the batteries in these devices are on par with the cheapest quality / lemon nicad rechargeables I use to encounter 25 years ago. Keep away.","11 26, 2013",A1OLG8WQ4EAPMF,Dance Day and Night,Bad battery or possibly false claims of reading hours on one charge,1385424000.0
